ExtendedSessionID,ResponseID,UserID,Review_gender,Review_age,Review_ageBracket,Review_income,Review_ContinuousIncome,IncomeBracketSmall,Review_education,Review_educationBracket,Review_political,Review_religious,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat,gpt35turbo0125_wp_Saved,gpt4o_wp_Saved,gpt4turbo_wp_Saved,weights
-2042180707_30940833917365.0,K8JqztbT4o2vDCLvb,30940833917365,Woman,49,45-54,15000,20000,"$5,001-
$25,000",college,Some college,66,64,9,0,0,1,0,Old,Age,Age,Young,Old,0,4,0,0,Desktop,0,1,USA,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,5
-2042180707_30940833917365.0,K8JqztbT4o2vDCLvb,30940833917365,Woman,49,45-54,15000,20000,"$5,001-
$25,000",college,Some college,66,64,9,1,0,0,0,Young,Age,Age,Young,Old,0,4,0,1,Desktop,0,0,USA,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,10.416666666666666
-2042180707_30940833917365.0,LdEZJ2ApBSmPiPzgu,30940833917365,Woman,49,45-54,15000,20000,"$5,001-
$25,000",college,Some college,66,64,5,0,0,0,0,Male,Gender,Gender,Male,Female,1,3,0,1,Desktop,1,1,USA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,6.510416666666667
-2042180707_30940833917365.0,LdEZJ2ApBSmPiPzgu,30940833917365,Woman,49,45-54,15000,20000,"$5,001-
$25,000",college,Some college,66,64,5,1,0,1,0,Female,Gender,Gender,Male,Female,1,3,0,0,Desktop,0,0,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,3.125
-2042180707_30940833917365.0,i5B683YJFkjMC35FX,30940833917365,Woman,49,45-54,15000,20000,"$5,001-
$25,000",college,Some college,66,64,6,0,0,0,1,More,Utilitarian,Utilitarian,More,Less,1,5,1,1,Desktop,0,0,USA,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,NA,NA,15.625
-2042180707_30940833917365.0,i5B683YJFkjMC35FX,30940833917365,Woman,49,45-54,15000,20000,"$5,001-
$25,000",college,Some college,66,64,6,1,0,1,0,Less,Utilitarian,Utilitarian,More,Less,1,4,1,0,Desktop,0,1,USA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,NA,NA,3.125
-2042180707_30940833917365.0,pw2eHW3pa9FH9MjTL,30940833917365,Woman,49,45-54,15000,20000,"$5,001-
$25,000",college,Some college,66,64,13,0,1,0,2,Old,Age,Age,Young,Old,0,5,0,0,Desktop,0,0,USA,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,6.510416666666667
-2042180707_30940833917365.0,pw2eHW3pa9FH9MjTL,30940833917365,Woman,49,45-54,15000,20000,"$5,001-
$25,000",college,Some college,66,64,13,1,1,0,1,Young,Age,Age,Young,Old,0,5,0,1,Desktop,0,1,USA,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,6.510416666666667
-2042180707_30940833917365.0,qrDe4nGw2qE2j8t3r,30940833917365,Woman,49,45-54,15000,20000,"$5,001-
$25,000",college,Some college,66,64,4,0,0,0,1,Fat,Fitness,Fitness,Fit,Fat,0,2,0,1,Desktop,1,1,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,15.625
-2042180707_30940833917365.0,qrDe4nGw2qE2j8t3r,30940833917365,Woman,49,45-54,15000,20000,"$5,001-
$25,000",college,Some college,66,64,4,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0,2,0,0,Desktop,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,3.125
-2042180707_30940833917365.0,ubSBMsWfHk7cg4JBF,30940833917365,Woman,49,45-54,15000,20000,"$5,001-
$25,000",college,Some college,66,64,3,0,1,0,2,Pets,Species,Species,Hoomans,Pets,0,1,0,0,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,6.510416666666667
-2042180707_30940833917365.0,ubSBMsWfHk7cg4JBF,30940833917365,Woman,49,45-54,15000,20000,"$5,001-
$25,000",college,Some college,66,64,3,1,1,0,1,Hoomans,Species,Species,Hoomans,Pets,0,1,0,1,Desktop,1,0,USA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,6.510416666666667
-2042180707_30940833917365.0,wvfMo6Qrktckg4cA2,30940833917365,Woman,49,45-54,15000,20000,"$5,001-
$25,000",college,Some college,66,64,7,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Desktop,1,1,USA,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,6.510416666666667
-2042180707_30940833917365.0,wvfMo6Qrktckg4cA2,30940833917365,Woman,49,45-54,15000,20000,"$5,001-
$25,000",college,Some college,66,64,7,1,1,0,1,More,Utilitarian,Utilitarian,More,Less,0,5,2,1,Desktop,0,0,USA,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,6.510416666666667
-2038397169_325907235783298.0,3H5sf8jZSxH3Ctafw,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,5,0,1,0,0,Female,Gender,Gender,Male,Female,0,2,0,0,Desktop,0,0,USA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,4.340277777777778
-2038397169_325907235783298.0,3H5sf8jZSxH3Ctafw,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,5,1,1,0,0,Male,Gender,Gender,Male,Female,0,2,0,1,Desktop,0,1,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,4.340277777777778
-2038397169_325907235783298.0,3yYTLevwb3JTz55yT,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,11,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1,1,0,0,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,6.510416666666667
-2038397169_325907235783298.0,3yYTLevwb3JTz55yT,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,11,1,1,0,1,Pets,Species,Species,Hoomans,Pets,1,1,0,1,Desktop,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,6.510416666666667
-2038397169_325907235783298.0,6FiMguWob2a46hNDu,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,7,0,1,0,1,Pets,Species,Species,Hoomans,Pets,0,1,0,0,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,10.416666666666666
-2038397169_325907235783298.0,6FiMguWob2a46hNDu,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,7,1,1,0,2,Hoomans,Species,Species,Hoomans,Pets,0,1,0,1,Desktop,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,10.416666666666666
-2038397169_325907235783298.0,DCiKmcSfyX2G5Lzof,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,8,0,0,1,0,Old,Age,Age,Young,Old,0,2,0,1,Desktop,0,1,USA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,5
-2038397169_325907235783298.0,DCiKmcSfyX2G5Lzof,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,8,1,0,0,2,Young,Age,Age,Young,Old,0,2,0,0,Desktop,0,0,USA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,15.625
-2038397169_325907235783298.0,dSapRsPD95esxtMu4,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,13,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0,2,3,1,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,5
-2038397169_325907235783298.0,dSapRsPD95esxtMu4,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,13,1,0,0,0,More,Utilitarian,Utilitarian,More,Less,0,5,3,0,Desktop,0,0,USA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,NA,NA,10.416666666666666
-2038397169_325907235783298.0,eSbAmRuvu8YBdNFC7,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,12,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,2,1,Desktop,0,1,USA,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,NA,NA,5
-2038397169_325907235783298.0,eSbAmRuvu8YBdNFC7,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,12,1,0,0,1,Less,Utilitarian,Utilitarian,More,Less,1,3,2,0,Desktop,0,0,USA,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,24.999999999999996
-2038397169_325907235783298.0,em6Y5ohk7ze8DpGZ9,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,2,0,1,0,1,Female,Gender,Gender,Male,Female,0,4,0,1,Desktop,0,1,USA,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,10.416666666666666
-2038397169_325907235783298.0,em6Y5ohk7ze8DpGZ9,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,2,1,1,0,2,Male,Gender,Gender,Male,Female,0,4,0,0,Desktop,0,0,USA,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,10.416666666666666
-2038397169_325907235783298.0,q6wmFwyovZquWx7Po,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,1,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0,3,0,0,Desktop,0,1,USA,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,6.510416666666667
-2038397169_325907235783298.0,q6wmFwyovZquWx7Po,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,1,1,1,0,1,Fit,Fitness,Fitness,Fit,Fat,0,3,0,1,Desktop,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,NA,NA,6.510416666666667
-2038397169_325907235783298.0,q7QHzWDxts6Rmro66,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,3,0,0,0,1,Old,Age,Age,Young,Old,0,4,0,0,Desktop,0,1,USA,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,15.625
-2038397169_325907235783298.0,q7QHzWDxts6Rmro66,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,3,1,0,1,0,Young,Age,Age,Young,Old,0,4,0,1,Desktop,0,0,USA,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3.125
-2038397169_325907235783298.0,qkYGBjzKiE3BEua2F,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,6,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1,3,0,1,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,NA,NA,5
-2038397169_325907235783298.0,qkYGBjzKiE3BEua2F,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,6,1,0,0,2,Fat,Fitness,Fitness,Fit,Fat,1,3,0,0,Desktop,0,0,USA,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,15.625
-2038397169_325907235783298.0,xSQChL2wsam3PaqS3,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,9,0,0,0,2,Rand,Random,Random,NA,NA,NA,3,1,0,Desktop,0,1,USA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,9.765625
-2038397169_325907235783298.0,xSQChL2wsam3PaqS3,325907235783298,Man,42,35-44,25000,30000,"$25,001-
$50,000",bachelor,Some college,100,0,9,1,0,1,0,Rand,Random,Random,NA,NA,NA,4,1,1,Desktop,0,0,USA,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,3.125
-2036890833_775058251479112.0,4jmNSuadPd93tEicN,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,6,0,1,0,0,Low,Social Status,Social Status,High,Low,0,1,0,1,Desktop,1,1,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,4.340277777777778
-2036890833_775058251479112.0,4jmNSuadPd93tEicN,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,6,1,1,0,0,High,Social Status,Social Status,High,Low,0,1,0,0,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,4.340277777777778
-2036890833_775058251479112.0,4rHLc5yKibW4im9pX,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,5,0,0,0,2,Hoomans,Species,Species,Hoomans,Pets,1,2,0,1,Desktop,1,1,USA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,9.765625
-2036890833_775058251479112.0,4rHLc5yKibW4im9pX,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,5,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1,2,0,0,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,3.125
-2036890833_775058251479112.0,8YKJnqZ88mPoRZR8k,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,8,0,1,0,2,Fit,Fitness,Fitness,Fit,Fat,1,4,0,0,Desktop,1,0,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,NA,NA,6.510416666666667
-2036890833_775058251479112.0,8YKJnqZ88mPoRZR8k,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,8,1,1,0,1,Fat,Fitness,Fitness,Fit,Fat,1,4,0,1,Desktop,1,1,USA,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,6.510416666666667
-2036890833_775058251479112.0,8zvFcqRom8MHJpoWi,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,2,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,1,1,Desktop,1,0,USA,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,NA,NA,6.510416666666667
-2036890833_775058251479112.0,8zvFcqRom8MHJpoWi,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,2,1,1,0,1,Less,Utilitarian,Utilitarian,More,Less,1,4,1,0,Desktop,1,1,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,NA,NA,6.510416666666667
-2036890833_775058251479112.0,Exk7GcxrJoHGMKyiQ,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,13,0,1,0,0,Female,Gender,Gender,Male,Female,0,3,0,0,Desktop,1,0,USA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,4.340277777777778
-2036890833_775058251479112.0,Exk7GcxrJoHGMKyiQ,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,13,1,1,0,0,Male,Gender,Gender,Male,Female,0,3,0,1,Desktop,1,1,USA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,4.340277777777778
-2036890833_775058251479112.0,J3rmcmNf3bDoLbg83,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,9,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Desktop,1,0,USA,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.340277777777778
-2036890833_775058251479112.0,J3rmcmNf3bDoLbg83,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,9,1,1,0,0,More,Utilitarian,Utilitarian,More,Less,0,5,2,1,Desktop,1,1,USA,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,4.340277777777778
-2036890833_775058251479112.0,QvM7eqa32wwE3Z6fZ,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,12,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1,1,0,1,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,6.510416666666667
-2036890833_775058251479112.0,QvM7eqa32wwE3Z6fZ,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,12,1,1,0,1,Pets,Species,Species,Hoomans,Pets,1,1,0,0,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,6.510416666666667
-2036890833_775058251479112.0,YJahGhY2bMsMw45Bo,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,11,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1,2,0,1,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,NA,NA,5
-2036890833_775058251479112.0,YJahGhY2bMsMw45Bo,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,11,1,0,0,0,Fat,Fitness,Fitness,Fit,Fat,1,2,0,0,Desktop,1,0,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,10.416666666666666
-2036890833_775058251479112.0,iDezBCJimpo8rdQAh,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,7,0,0,0,2,Young,Age,Age,Young,Old,1,3,0,1,Desktop,1,1,USA,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,9.765625
-2036890833_775058251479112.0,iDezBCJimpo8rdQAh,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,7,1,0,1,0,Old,Age,Age,Young,Old,1,3,0,0,Desktop,1,0,USA,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3.125
-2036890833_775058251479112.0,jh2EBpzBTgwqZrtKo,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,10,0,1,0,1,Female,Gender,Gender,Male,Female,0,1,0,0,Desktop,1,1,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,10.416666666666666
-2036890833_775058251479112.0,jh2EBpzBTgwqZrtKo,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,10,1,1,0,2,Male,Gender,Gender,Male,Female,0,1,0,1,Desktop,1,0,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,10.416666666666666
-2036890833_775058251479112.0,ptKoPiSzAXcPFXQXf,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,4,0,0,0,1,Young,Age,Age,Young,Old,1,5,0,1,Desktop,1,0,USA,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,15.625
-2036890833_775058251479112.0,ptKoPiSzAXcPFXQXf,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,4,1,0,1,0,Old,Age,Age,Young,Old,1,5,0,0,Desktop,1,1,USA,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3.125
-2036890833_775058251479112.0,soTRk542qWHQmMW3K,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,3,0,1,0,2,Rand,Random,Random,NA,NA,NA,5,2,1,Desktop,1,0,USA,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,NA,NA,6.510416666666667
-2036890833_775058251479112.0,soTRk542qWHQmMW3K,775058251479112,Man,27,25-34,under5000,2500,"$0-$5,000",college,Some college,100,0,3,1,1,0,1,Rand,Random,Random,NA,NA,NA,3,2,0,Desktop,1,1,USA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,6.510416666666667
-2034289490_4019319785282049.0,BzpZ2s2oeeqLBLyxu,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,2,0,0,1,0,Rand,Random,Random,NA,NA,NA,4,0,1,Desktop,0,0,USA,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,5
-2034289490_4019319785282049.0,BzpZ2s2oeeqLBLyxu,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,2,1,0,0,2,Rand,Random,Random,NA,NA,NA,4,0,0,Desktop,0,1,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,NA,NA,15.625
-2034289490_4019319785282049.0,CHMD2papafoEXtREd,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,7,0,0,0,0,Old,Age,Age,Young,Old,0,5,0,0,Desktop,0,0,USA,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,6.510416666666667
-2034289490_4019319785282049.0,CHMD2papafoEXtREd,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,7,1,0,1,0,Young,Age,Age,Young,Old,0,5,0,1,Desktop,0,1,USA,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,3.125
-2034289490_4019319785282049.0,DuKsWMZixrhB95na4,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,5,0,1,0,0,Low,Social Status,Social Status,High,Low,0,3,0,0,Desktop,0,1,USA,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,4.340277777777778
-2034289490_4019319785282049.0,DuKsWMZixrhB95na4,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,5,1,1,0,0,High,Social Status,Social Status,High,Low,0,3,0,1,Desktop,0,0,USA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,4.340277777777778
-2034289490_4019319785282049.0,KgNRjacXiZv4puaJ2,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,13,0,0,0,2,Pets,Species,Species,Hoomans,Pets,0,3,0,1,Desktop,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,NA,NA,9.765625
-2034289490_4019319785282049.0,KgNRjacXiZv4puaJ2,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,13,1,0,1,0,Hoomans,Species,Species,Hoomans,Pets,0,3,0,0,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,NA,NA,3.125
-2034289490_4019319785282049.0,QAcKxdeHLjw5j9Cng,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,1,0,0,0,1,Fat,Fitness,Fitness,Fit,Fat,0,3,0,1,Desktop,1,1,USA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,15.625
-2034289490_4019319785282049.0,QAcKxdeHLjw5j9Cng,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,1,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0,3,0,0,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,NA,NA,3.125
-2034289490_4019319785282049.0,R2a3pDJnkhLb2qFPq,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,6,0,1,0,0,Female,Gender,Gender,Male,Female,0,2,0,1,Desktop,0,0,USA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,4.340277777777778
-2034289490_4019319785282049.0,R2a3pDJnkhLb2qFPq,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,6,1,1,0,0,Male,Gender,Gender,Male,Female,0,2,0,0,Desktop,0,1,USA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4.340277777777778
-2034289490_4019319785282049.0,XEY3TNhPpYXKzkgA4,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,12,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,0,0,USA,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,4.340277777777778
-2034289490_4019319785282049.0,XEY3TNhPpYXKzkgA4,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,12,1,1,0,0,Less,Utilitarian,Utilitarian,More,Less,1,2,3,0,Desktop,0,1,USA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,4.340277777777778
-2034289490_4019319785282049.0,dPfg9JrYgPy9vpAgQ,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,11,0,1,0,0,Female,Gender,Gender,Male,Female,0,5,0,1,Desktop,0,1,USA,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,4.340277777777778
-2034289490_4019319785282049.0,dPfg9JrYgPy9vpAgQ,4019319785282050,Man,17,15-24,under5000,2500,"$0-$5,000",underHigh,Less than high school,87,0,11,1,1,0,0,Male,Gender,Gender,Male,Female,0,5,0,0,Desktop,0,0,USA,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,4.340277777777778
