ExtendedSessionID,ResponseID,UserID,Review_gender,Review_age,Review_ageBracket,Review_income,Review_ContinuousIncome,IncomeBracketSmall,Review_education,Review_educationBracket,Review_political,Review_religious,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat,gpt4o_wp_Timestamp,gpt4o_wp_SystemPrompt,gpt4o_wp_UserPrompt,gpt4o_wp_Persona,gpt4o_wp_Label,gpt4o_wp_Saved
-2127535221_4155698488482289.0,hpQe7ykw5LF92bo2v,4155698488482290.0,Woman,21,15-24,25000,30000,"$25,001-
$50,000",college,Some college,50,30,8,1,1,0,2,Less,Utilitarian,Utilitarian,More,Less,1.0,1,4,0,Desktop,0,0,USA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024-06-03T22:06:21.987445,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 30 for your religious views.
 - You earn an annual income of 30,000 US dollars.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 50 for your political views.
 - Your highest level of education is that you attended college.
 - You are a woman.
 - You are 21 years old.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 baby, 1 dog, 2 homeless persons, and 1 criminal, who were abiding by the law by crossing on the green signal ahead of the car. Meanwhile, it will spare 1 homeless person, who was flouting the law by crossing on the red signal in the other lane.

Case 2.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 homeless person, who was flouting the law by crossing on the red signal in the other lane. Meanwhile, it will spare 1 baby, 1 dog, 2 homeless persons, and 1 criminal, who were abiding by the law by crossing on the green signal ahead of the car.
",1,Case 2,0
-2127535221_4155698488482289.0,iv2FotHgqipDEHAYy,4155698488482290.0,Woman,21,15-24,25000,30000,"$25,001-
$50,000",college,Some college,50,30,1,0,1,0,0,Male,Gender,Gender,Male,Female,1.0,1,0,0,Desktop,1,1,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03T22:06:22.651406,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 30 for your religious views.
 - You earn an annual income of 30,000 US dollars.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 50 for your political views.
 - Your highest level of education is that you attended college.
 - You are a woman.
 - You are 21 years old.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 elderly man, who was crossing ahead of the car. Meanwhile, it will spare 1 elderly woman, who was crossing in the other lane.

Case 2.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 elderly woman, who was crossing in the other lane. Meanwhile, it will spare 1 elderly man, who was crossing ahead of the car.
",1,Case 1,0
-2127535221_4155698488482289.0,iv2FotHgqipDEHAYy,4155698488482290.0,Woman,21,15-24,25000,30000,"$25,001-
$50,000",college,Some college,50,30,1,1,1,0,0,Female,Gender,Gender,Male,Female,1.0,1,0,1,Desktop,1,0,USA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03T22:06:22.651406,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 30 for your religious views.
 - You earn an annual income of 30,000 US dollars.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 50 for your political views.
 - Your highest level of education is that you attended college.
 - You are a woman.
 - You are 21 years old.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 elderly man, who was crossing ahead of the car. Meanwhile, it will spare 1 elderly woman, who was crossing in the other lane.

Case 2.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 elderly woman, who was crossing in the other lane. Meanwhile, it will spare 1 elderly man, who was crossing ahead of the car.
",1,Case 1,1
-2127535221_4155698488482289.0,krZE8EmgGcJGLftGa,4155698488482290.0,Woman,21,15-24,25000,30000,"$25,001-
$50,000",college,Some college,50,30,2,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0.0,5,0,0,Desktop,1,0,USA,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2024-06-03T22:06:23.160504,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 30 for your religious views.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 50 for your political views.
 - You earn an annual income of 30,000 US dollars.
 - Your highest level of education is that you attended college.
 - You are 21 years old.
 - You are a woman.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve to avoid crashing into a concrete barrier and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man, 2 male athletes, 1 female athlete, and 1 woman, who were flouting the law by crossing on the red signal. Meanwhile, it will spare 2 men, 1 large man, 1 woman, and 1 large woman, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and crash into a concrete barrier. This will result in the death of 2 men, 1 large man, 1 woman, and 1 large woman, who were inside the car. Meanwhile, it will spare 1 man, 2 male athletes, 1 female athlete, and 1 woman, who were flouting the law by crossing on the red signal.
",1,Case 2.,0
-2127535221_4155698488482289.0,krZE8EmgGcJGLftGa,4155698488482290.0,Woman,21,15-24,25000,30000,"$25,001-
$50,000",college,Some college,50,30,2,1,0,0,2,Fit,Fitness,Fitness,Fit,Fat,0.0,5,0,1,Desktop,1,1,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2024-06-03T22:06:23.160504,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 30 for your religious views.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 50 for your political views.
 - You earn an annual income of 30,000 US dollars.
 - Your highest level of education is that you attended college.
 - You are 21 years old.
 - You are a woman.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve to avoid crashing into a concrete barrier and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man, 2 male athletes, 1 female athlete, and 1 woman, who were flouting the law by crossing on the red signal. Meanwhile, it will spare 2 men, 1 large man, 1 woman, and 1 large woman, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and crash into a concrete barrier. This will result in the death of 2 men, 1 large man, 1 woman, and 1 large woman, who were inside the car. Meanwhile, it will spare 1 man, 2 male athletes, 1 female athlete, and 1 woman, who were flouting the law by crossing on the red signal.
",1,Case 2.,1
-2127535221_4155698488482289.0,pzgAmK4AeWy9zeprb,4155698488482290.0,Woman,21,15-24,25000,30000,"$25,001-
$50,000",college,Some college,50,30,12,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1.0,4,0,0,Desktop,1,0,USA,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2024-06-03T22:06:23.783847,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of 30,000 US dollars.
 - Your highest level of education is that you attended college.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 30 for your religious views.
 - You are a woman.
 - You are 21 years old.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 50 for your political views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 cats and 1 dog, who were abiding by the law by crossing on the green signal in the other lane. Meanwhile, it will spare 1 man, 1 male doctor, 1 female executive, and 1 homeless person, who were flouting the law by crossing on the red signal ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, 1 male doctor, 1 female executive, and 1 homeless person, who were flouting the law by crossing on the red signal ahead of the car. Meanwhile, it will spare 3 cats and 1 dog, who were abiding by the law by crossing on the green signal in the other lane.
",1,Case 2.,0
-2127535221_4155698488482289.0,pzgAmK4AeWy9zeprb,4155698488482290.0,Woman,21,15-24,25000,30000,"$25,001-
$50,000",college,Some college,50,30,12,1,1,0,1,Pets,Species,Species,Hoomans,Pets,1.0,4,0,1,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2024-06-03T22:06:23.783847,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of 30,000 US dollars.
 - Your highest level of education is that you attended college.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 30 for your religious views.
 - You are a woman.
 - You are 21 years old.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 50 for your political views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 cats and 1 dog, who were abiding by the law by crossing on the green signal in the other lane. Meanwhile, it will spare 1 man, 1 male doctor, 1 female executive, and 1 homeless person, who were flouting the law by crossing on the red signal ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, 1 male doctor, 1 female executive, and 1 homeless person, who were flouting the law by crossing on the red signal ahead of the car. Meanwhile, it will spare 3 cats and 1 dog, who were abiding by the law by crossing on the green signal in the other lane.
",1,Case 2.,1
-2127483756_5144602155778557.0,6g6rBCiFHMjD6CfgT,5144602155778560.0,Man,35,35-44,under5000,2500,"$0-$5,000",high,High school,100,0,7,0,1,0,1,Pets,Species,Species,Hoomans,Pets,0.0,4,0,1,Mobile,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2024-06-03T22:06:24.395827,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 35 years old.
 - Your highest level of education is a high school diploma.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man, 1 homeless person, 1 elderly man, and 1 female athlete, who were flouting the law by crossing on the red signal in the other lane. Meanwhile, it will spare 3 dogs and 1 cat, who were abiding by the law by crossing on the green signal ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 dogs and 1 cat, who were abiding by the law by crossing on the green signal ahead of the car. Meanwhile, it will spare 1 large man, 1 homeless person, 1 elderly man, and 1 female athlete, who were flouting the law by crossing on the red signal in the other lane.
",1,Case 1,1
-2127483756_5144602155778557.0,6g6rBCiFHMjD6CfgT,5144602155778560.0,Man,35,35-44,under5000,2500,"$0-$5,000",high,High school,100,0,7,1,1,0,2,Hoomans,Species,Species,Hoomans,Pets,0.0,4,0,0,Mobile,0,1,USA,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2024-06-03T22:06:24.395827,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 35 years old.
 - Your highest level of education is a high school diploma.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man, 1 homeless person, 1 elderly man, and 1 female athlete, who were flouting the law by crossing on the red signal in the other lane. Meanwhile, it will spare 3 dogs and 1 cat, who were abiding by the law by crossing on the green signal ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 dogs and 1 cat, who were abiding by the law by crossing on the green signal ahead of the car. Meanwhile, it will spare 1 large man, 1 homeless person, 1 elderly man, and 1 female athlete, who were flouting the law by crossing on the red signal in the other lane.
",1,Case 1,0
-2127483756_5144602155778557.0,DQ3ueGsaeWzFb862W,5144602155778560.0,Man,35,35-44,under5000,2500,"$0-$5,000",high,High school,100,0,1,0,0,0,0,Female,Gender,Gender,Male,Female,0.0,4,0,1,Mobile,0,1,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2024-06-03T22:06:24.938822,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 35 years old.
 - Your highest level of education is a high school diploma.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 2 female athletes, and 1 female executive, who were crossing. Meanwhile, it will spare 2 male athletes, 1 male executive, and 1 man, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will swerve and crash into a concrete barrier. This will result in the death of 2 male athletes, 1 male executive, and 1 man, who were inside the car. Meanwhile, it will spare 1 woman, 2 female athletes, and 1 female executive, who were crossing.
",1,Case 2.,1
-2127483756_5144602155778557.0,DQ3ueGsaeWzFb862W,5144602155778560.0,Man,35,35-44,under5000,2500,"$0-$5,000",high,High school,100,0,1,1,0,1,0,Male,Gender,Gender,Male,Female,0.0,4,0,0,Mobile,0,0,USA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2024-06-03T22:06:24.938822,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 35 years old.
 - Your highest level of education is a high school diploma.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 2 female athletes, and 1 female executive, who were crossing. Meanwhile, it will spare 2 male athletes, 1 male executive, and 1 man, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will swerve and crash into a concrete barrier. This will result in the death of 2 male athletes, 1 male executive, and 1 man, who were inside the car. Meanwhile, it will spare 1 woman, 2 female athletes, and 1 female executive, who were crossing.
",1,Case 2.,0
-2127483756_5144602155778557.0,EH3SfatQP3hygSpzF,5144602155778560.0,Man,35,35-44,under5000,2500,"$0-$5,000",high,High school,100,0,3,0,0,0,1,Young,Age,Age,Young,Old,1.0,5,0,0,Mobile,0,1,USA,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03T22:06:25.380772,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 35 years old.
 - Your highest level of education is a high school diploma.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, 1 girl, 2 boys, and 1 woman, who were abiding by the law by crossing on the green signal. Meanwhile, it will spare 1 man, 1 elderly woman, 2 elderly men, and 1 woman, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will swerve and crash into a concrete barrier. This will result in the death of 1 man, 1 elderly woman, 2 elderly men, and 1 woman, who were inside the car. Meanwhile, it will spare 1 man, 1 girl, 2 boys, and 1 woman, who were abiding by the law by crossing on the green signal.
",1,Case 2,1
-2127483756_5144602155778557.0,EH3SfatQP3hygSpzF,5144602155778560.0,Man,35,35-44,under5000,2500,"$0-$5,000",high,High school,100,0,3,1,0,1,0,Old,Age,Age,Young,Old,1.0,5,0,1,Mobile,0,0,USA,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03T22:06:25.380772,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 35 years old.
 - Your highest level of education is a high school diploma.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, 1 girl, 2 boys, and 1 woman, who were abiding by the law by crossing on the green signal. Meanwhile, it will spare 1 man, 1 elderly woman, 2 elderly men, and 1 woman, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will swerve and crash into a concrete barrier. This will result in the death of 1 man, 1 elderly woman, 2 elderly men, and 1 woman, who were inside the car. Meanwhile, it will spare 1 man, 1 girl, 2 boys, and 1 woman, who were abiding by the law by crossing on the green signal.
",1,Case 2,0
-2127483756_5144602155778557.0,HxzTZsYeYBdRnPokj,5144602155778560.0,Man,35,35-44,under5000,2500,"$0-$5,000",high,High school,100,0,4,0,0,1,0,Rand,Random,Random,,,,3,2,1,Mobile,0,0,USA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2024-06-03T22:06:25.713744,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - Your highest level of education is a high school diploma.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
 - You are a man.
 - You are 35 years old.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve to avoid crashing into a concrete barrier and drive through a pedestrian crossing in the other lane. This will result in the death of 2 female executives, 2 criminals, and 1 boy, who were abiding by the law by crossing on the green signal. Meanwhile, it will spare 1 dog, 1 elderly man, and 1 girl, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and crash into a concrete barrier. This will result in the death of 1 dog, 1 elderly man, and 1 girl, who were inside the car. Meanwhile, it will spare 2 female executives, 2 criminals, and 1 boy, who were abiding by the law by crossing on the green signal.
",1,Case 2,0
-2127483756_5144602155778557.0,HxzTZsYeYBdRnPokj,5144602155778560.0,Man,35,35-44,under5000,2500,"$0-$5,000",high,High school,100,0,4,1,0,0,1,Rand,Random,Random,,,,5,2,0,Mobile,0,1,USA,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,2024-06-03T22:06:25.713744,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - Your highest level of education is a high school diploma.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
 - You are a man.
 - You are 35 years old.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will swerve to avoid crashing into a concrete barrier and drive through a pedestrian crossing in the other lane. This will result in the death of 2 female executives, 2 criminals, and 1 boy, who were abiding by the law by crossing on the green signal. Meanwhile, it will spare 1 dog, 1 elderly man, and 1 girl, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and crash into a concrete barrier. This will result in the death of 1 dog, 1 elderly man, and 1 girl, who were inside the car. Meanwhile, it will spare 2 female executives, 2 criminals, and 1 boy, who were abiding by the law by crossing on the green signal.
",1,Case 2,1
-2127483756_5144602155778557.0,QgPvkXRHhNswFMKLv,5144602155778560.0,Man,35,35-44,under5000,2500,"$0-$5,000",high,High school,100,0,11,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,0,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2024-06-03T22:06:26.408655,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 35 years old.
 - Your highest level of education is a high school diploma.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 large women, who were flouting the law by crossing on the red signal. Meanwhile, it will spare 2 women, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will swerve and crash into a concrete barrier. This will result in the death of 2 women, who were inside the car. Meanwhile, it will spare 2 large women, who were flouting the law by crossing on the red signal.
",1,Case 2.,1
-2127483756_5144602155778557.0,QgPvkXRHhNswFMKLv,5144602155778560.0,Man,35,35-44,under5000,2500,"$0-$5,000",high,High school,100,0,11,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,2,0,1,Mobile,0,0,USA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03T22:06:26.408655,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You earn an annual income of Under $5,000 US dollars.
 - You are a man.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - You are 35 years old.
 - Your highest level of education is a high school diploma.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 large women, who were flouting the law by crossing on the red signal. Meanwhile, it will spare 2 women, who were inside the car.

Case 2.
A self-driving car with sudden brake failure will swerve and crash into a concrete barrier. This will result in the death of 2 women, who were inside the car. Meanwhile, it will spare 2 large women, who were flouting the law by crossing on the red signal.
",1,Case 2.,0
-2127483756_5144602155778557.0,TdrtrYJLdvqqQT8id,5144602155778560.0,Man,35,35-44,under5000,2500,"$0-$5,000",high,High school,100,0,9,0,1,0,1,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,0,Mobile,0,1,USA,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2024-06-03T22:06:26.892398,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You are a man.
 - You are 35 years old.
 - You earn an annual income of Under $5,000 US dollars.
 - Your highest level of education is a high school diploma.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 1 cat, 1 large man, 1 girl, and 1 male doctor, who were abiding by the law by crossing on the green signal ahead of the car. Meanwhile, it will spare 1 cat and 1 girl, who were flouting the law by crossing on the red signal in the other lane.

Case 2.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 cat and 1 girl, who were flouting the law by crossing on the red signal in the other lane. Meanwhile, it will spare 1 woman, 1 cat, 1 large man, 1 girl, and 1 male doctor, who were abiding by the law by crossing on the green signal ahead of the car.
",1,Case 2,1
-2127483756_5144602155778557.0,TdrtrYJLdvqqQT8id,5144602155778560.0,Man,35,35-44,under5000,2500,"$0-$5,000",high,High school,100,0,9,1,1,0,2,Less,Utilitarian,Utilitarian,More,Less,1.0,2,3,1,Mobile,0,0,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2024-06-03T22:06:26.892398,"Carefully consider the following information and think step by step. You are an American with the following characteristics:
 - You are a man.
 - You are 35 years old.
 - You earn an annual income of Under $5,000 US dollars.
 - Your highest level of education is a high school diploma.
 - On a scale from 0 (Conservative) to 100 (Progressive), you report a score of 100 for your political views.
 - On a scale from 0 (Not Religious) to 100 (Very Religious), you report a score of 0 for your religious views.
Consider that pedestrians are crossing a zebra crossing that spans two lanes, divided by an island. Please indicate which case is better for autonomous driving by choosing either 'Case 1' or 'Case 2'. Respond with one word only.
","Case 1.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 1 cat, 1 large man, 1 girl, and 1 male doctor, who were abiding by the law by crossing on the green signal ahead of the car. Meanwhile, it will spare 1 cat and 1 girl, who were flouting the law by crossing on the red signal in the other lane.

Case 2.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 cat and 1 girl, who were flouting the law by crossing on the red signal in the other lane. Meanwhile, it will spare 1 woman, 1 cat, 1 large man, 1 girl, and 1 male doctor, who were abiding by the law by crossing on the green signal ahead of the car.
",1,Case 2,0
